pair	key	word	pinyin	hsk	voices
33	kan3ke3	坎坷	kǎnkě	2326	female,male
33	ke3chi3	可耻	kěchǐ	2346	female,male
33	kou3shui3	口水	kǒushuǐ	2394	female,male
33	ku3nao3	苦恼	kǔnǎo	2411	female,male
33	li3cai3	理睬	lǐcǎi	2526	female,male
33	li3pin3	礼品	lǐpǐn	2531	female,male
33	liang3shou3	两手	liǎngshǒu	2591	female,male
34	bai3dong4	摆动	bǎidòng	56	female,male
34	bai3shu4	柏树	bǎishù	62	female,male
34	ban3kuai4	板块	bǎnkuài	74	female,male
34	bang3jia4	绑架	bǎngjià	94	female,male
34	bao3ku4	宝库	bǎokù	107	female,male
34	bao3mi4	保密	bǎomì	110	female,male
34	bao3wei4	保卫	bǎowèi	114	female,male
34	bao3you4	保佑	bǎoyòu	117	female,male
34	bao3zang4	宝藏	bǎozàng	118	female,male
34	bao3zhong4	保重	bǎozhòng	119	female,male
34	ben3fen4	本分	běnfèn	158	female,male
34	ben3se4	本色	běnsè	160	female,male
34	ben3xing4	本性	běnxìng	162	female,male
34	ben3yi4	本意	běnyì	163	female,male
34	bi3mo4	笔墨	bǐmò	179	female,male
34	bi3shi4	鄙视	bǐshì	181	female,male
34	biao3shu4	表述	biǎoshù	244	female,male
34	biao3shuai4	表率	biǎoshuài	245	female,male
34	biao3tai4	表态	biǎotài	246	female,male
34	bu3huo4	捕获	bǔhuò	311	female,male
34	bu3jiu4	补救	bǔjiù	313	female,male
34	bu3yu4	哺育	bǔyù	316	female,male
34	bu3zhu4	补助	bǔzhù	317	female,male
34	cai3kuang4	采矿	cǎikuàng	369	female,male
34	can3tong4	惨痛	cǎntòng	383	female,male
34	can3zhong4	惨重	cǎnzhòng	384	female,male
34	cao3an4	草案	cǎo’àn	400	female,male
34	cao3shuai4	草率	cǎoshuài	403	female,male
34	cao3yao4	草药	cǎoyào	404	female,male
34	chan3shi4	阐释	chǎnshì	435	female,male
34	chan3shu4	阐述	chǎnshù	436	female,male
34	chan3wu4	产物	chǎnwù	437	female,male
34	chao3zuo4	炒作	chǎozuò	464	female,male
34	chi3du4	尺度	chǐdù	525	female,male
34	chi3xiao4	耻笑	chǐxiào	527	female,male
34	chong3ai4	宠爱	chǒng’ài	551	female,male
34	chou3e4	丑恶	chǒu’è	569	female,male
34	chou3lou4	丑陋	chǒulòu	570	female,male
34	chu3bei4	储备	chǔbèi	601	female,male
34	chu3fen4	处分	chǔfèn	603	female,male
34	chu3jing4	处境	chǔjìng	604	female,male
34	chu3liang4	储量	chǔliàng	605	female,male
34	chu3shi4	处事	chǔshì	606	female,male
34	chu3zhi4	处置	chǔzhì	607	female,male
34	chuai3ce4	揣测	chuǎicè	615	female,male
34	ci3zhi4	此致	cǐzhì	662	female,male
34	cui3can4	璀璨	cuǐcàn	695	female,male
34	da3cha4	打岔	dǎchà	717	female,male
34	da3lie4	打猎	dǎliè	725	female,male
34	dan3liang4	胆量	dǎnliàng	770	female,male
41	ai4xi1	爱惜	àixī	12	female,male
41	an4shuo1	按说	ànshuō	27	female,male
41	an4zhong1	暗中	ànzhōng	28	female,male
41	ba4gong1	罢工	bàgōng	49	female,male
41	ba4xiu1	罢休	bàxiū	52	female,male
41	bai4tuo1	拜托	bàituō	66	female,male
41	bao4guang1	曝光	bàoguāng	130	female,male
41	bao4xiao1	报销	bàoxiāo	133	female,male
41	ben4zhuo1	笨拙	bènzhuō	168	female,male
41	beng4fa1	迸发	bèngfā	173	female,male
41	bi4duan1	弊端	bìduān	185	female,male
41	bi4jiang1	必将	bìjiāng	187	female,male
41	bi4sheng1	毕生	bìshēng	192	female,male
41	bian4geng1	变更	biàngēng	216	female,male
41	bian4qian1	变迁	biànqiān	223	female,male
41	bian4tong1	变通	biàntōng	225	female,male
41	bing4fei1	并非	bìngfēi	267	female,male
41	bing4jian1	并肩	bìngjiān	269	female,male
41	bu4kan1	不堪	bùkān	338	female,male
41	bu4xi1	不惜	bùxī	348	female,male
41	chen4ji1	趁机	chènjī	483	female,male
41	chen4tuo1	衬托	chèntuō	484	female,male
41	chu4mo1	触摸	chùmō	612	female,male
41	cu4yong1	簇拥	cùyōng	689	female,male
41	da4gang1	大纲	dàgāng	730	female,male
41	da4zong1	大宗	dàzōng	748	female,male
41	dai4gong1	怠工	dàigōng	753	female,male
41	dang4zhen1	当真	dàngzhēn	792	female,male
41	di4jiao1	递交	dìjiāo	861	female,male
41	di4zeng1	递增	dìzēng	867	female,male
41	diao4xiao1	吊销	diàoxiāo	902	female,male
41	ding4jin1	定金	dìngjīn	917	female,male
41	ding4ju1	定居	dìngjū	918	female,male
41	dong4gong1	动工	dònggōng	940	female,male
41	dong4shen1	动身	dòngshēn	945	female,male
41	fan4gui1	犯规	fànguī	1092	female,male
41	fang4kuan1	放宽	fàngkuān	1115	female,male
41	fei4xu1	废墟	fèixū	1147	female,male
41	fu4fa1	复发	fùfā	1257	female,male
41	fu4jia1	附加	fùjiā	1263	female,male
41	fu4su1	复苏	fùsū	1266	female,male
41	fu4weng1	富翁	fùwēng	1267	female,male
41	fu4xing1	复兴	fùxīng	1269	female,male
41	gao4zhi1	告知	gàozhī	1328	female,male
41	gou4si1	构思	gòusī	1423	female,male
41	gu4yong1	雇佣	gùyōng	1457	female,male
41	gua4gou1	挂钩	guàgōu	1466	female,male
41	gua4shi1	挂失	guàshī	1468	female,male
41	guan4chuan1	贯穿	guànchuān	1496	female,male
41	guan4shu1	灌输	guànshū	1499	female,male
42	ban4xue2	办学	bànxué	90	female,male
42	bao4chou2	报仇	bàochóu	124	female,male
42	bao4da2	报答	bàodá	125	female,male
42	bao4zhu2	爆竹	bàozhú	135	female,male
42	bei4ke2	贝壳	bèiké	147	female,male
42	bian4bie2	辨别	biànbié	212	female,male
42	bian4ge2	变革	biàngé	215	female,male
42	bian4xing2	变形	biànxíng	227	female,male
42	bing4xing2	并行	bìngxíng	272	female,male
42	bu4fa2	不乏/步伐	bùfá/bùfá	326/327	female,male
42	bu4fang2	不妨	bùfáng	329	female,male
42	bu4fu2	不服	bùfú	330	female,male
42	bu4ji2	不及	bùjí	332	female,male
42	bu4ju2	布局	bùjú	337	female,male
42	bu4ping2	不平	bùpíng	343	female,male
42	bu4rong2	不容	bùróng	344	female,male
42	cai4yao2	菜肴	càiyáo	371	female,male
42	chang4tan2	畅谈	chàngtán	454	female,male
42	che4li2	撤离	chèlí	468	female,male
42	chu4jue2	触觉	chùjué	610	female,male
42	chuan4men2	串门	chuànmén	631	female,male
42	cu4cheng2	促成	cùchéng	688	female,male
42	cuo4jue2	错觉	cuòjué	705	female,male
42	da4ju2	大局	dàjú	734	female,male
42	da4wei2	大为	dàwéi	743	female,male
42	dai4tou2	带头	dàitóu	758	female,male
42	dai4yan2	代言	dàiyán	759	female,male
42	dan4chen2	诞辰	dànchén	774	female,male
42	dao4bie2	道别	dàobié	803	female,male
42	di4guo2	帝国	dìguó	860	female,male
42	dian4tai2	电台	diàntái	884	female,male
42	dian4tang2	殿堂	diàntáng	885	female,male
42	diao4tou2	掉头	diàotóu	901	female,male
42	dong4jie2	冻结	dòngjié	941	female,male
42	dong4liang2	栋梁	dòngliáng	943	female,male
42	dong4xue2	洞穴	dòngxué	948	female,male
42	dong4yao2	动摇	dòngyáo	949	female,male
42	dong4yuan2	动员	dòngyuán	951	female,male
42	dou4liu2	逗留	dòuliú	958	female,male
42	du4jue2	杜绝	dùjué	972	female,male
42	duan4jue2	断绝	duànjué	977	female,male
42	duan4ran2	断然	duànrán	980	female,male
42	dui4bai2	对白	duìbái	986	female,male
42	dui4lian2	对联	duìlián	991	female,male
42	dui4liu2	对流	duìliú	992	female,male
42	dui4xing2	队形	duìxíng	995	female,male
42	e4yu2	鳄鱼	èyú	1020	female,male
42	fa4xing2	发型	fàxíng	1059	female,male
42	fan4chou2	犯愁	fànchóu	1090	female,male
43	an4li3	按理	ànlǐ	25	female,male
43	an4niu3	按钮	ànniǔ	26	female,male
43	ba4mian3	罢免	bàmiǎn	51	female,male
43	ban4dao3	半岛	bàndǎo	81	female,male
43	ban4lv3	伴侣	bànlǚ	85	female,male
43	bao4man3	爆满	bàomǎn	132	female,male
43	bei4ying3	背影	bèiyǐng	153	female,male
43	bi4lei3	壁垒	bìlěi	188	female,male
43	bi4shu3	避暑	bìshǔ	193	female,male
43	bian4jie3	辩解	biànjiě	221	female,male
43	bu4fa3	不法	bùfǎ	328	female,male
43	bu4jie3	不解	bùjiě	335	female,male
43	bu4mian3	不免	bùmiǎn	342	female,male
43	bu4shou3	部首	bùshǒu	346	female,male
43	bu4shu3	部署	bùshǔ	347	female,male
43	chan4dou3	颤抖	chàndǒu	440	female,male
43	chang4dao3	倡导	chàngdǎo	452	female,male
43	chen4zao3	趁早	chènzǎo	486	female,male
43	ci4er3	刺耳	cì’ěr	664	female,male
43	ci4gu3	刺骨	cìgǔ	665	female,male
43	ci4pin3	次品	cìpǐn	668	female,male
43	ci4yan3	刺眼	cìyǎn	672	female,male
43	cou4qiao3	凑巧	còuqiǎo	682	female,male
43	da4ti3	大体	dàtǐ	741	female,male
43	dai4bu3	逮捕	dàibǔ	751	female,male
43	dan4shui3	淡水	dànshuǐ	777	female,male
43	dang4wan3	当晚	dàngwǎn	790	female,male
43	dao4ban3	盗版	dàobǎn	802	female,male
43	dao4cao3	稻草	dàocǎo	804	female,male
43	dao4shu3	倒数	dàoshǔ	809	female,male
43	di4ban3	地板	dìbǎn	855	female,male
43	di4tan3	地毯	dìtǎn	863	female,male
43	di4zi3	弟子	dìzǐ	868	female,male
43	dian4di3	垫底	diàndǐ	880	female,male
43	dian4fen3	淀粉	diànfěn	882	female,male
43	dian4wang3	电网	diànwǎng	886	female,male
43	dong4gan3	动感	dònggǎn	939	female,male
43	fan4wan3	饭碗	fànwǎn	1095	female,male
43	fang4shui3	放水	fàngshuǐ	1117	female,male
43	fei4pin3	废品	fèipǐn	1142	female,male
43	fen4yong3	奋勇	fènyǒng	1177	female,male
43	fu4ben3	副本	fùběn	1254	female,male
43	fu4shu3	附属	fùshǔ	1265	female,male
43	gang4gan3	杠杆	gànggǎn	1307	female,male
43	gou4xiang3	构想	gòuxiǎng	1424	female,male
43	gu4you3	固有	gùyǒu	1458	female,male
43	gu4zhu3	雇主	gùzhǔ	1461	female,male
43	guo4jiang3	过奖	guòjiǎng	1551	female,male
43	guo4wang3	过往	guòwǎng	1558	female,male
43	guo4yin3	过瘾	guòyǐn	1560	female,male
44	ai4dai4	爱戴	àidài	8	female,male
44	ai4mei4	暧昧	àimèi	9	female,male
44	ai4mu4	爱慕	àimù	10	female,male
44	ai4shi4	碍事	àishì	11	female,male
44	an4jian4	案件	ànjiàn	24	female,male
44	ao4man4	傲慢	àomàn	32	female,male
44	ao4mi4	奥秘	àomì	33	female,male
44	ba4dao4	霸道	bàdào	48	female,male
44	ba4zhan4	霸占	bàzhàn	53	female,male
44	bai4huai4	败坏	bàihuài	63	female,male
44	bai4hui4	拜会	bàihuì	64	female,male
44	bai4jian4	拜见	bàijiàn	65	female,male
44	ban4jing4	半径	bànjìng	84	female,male
44	ban4shu4	半数	bànshù	87	female,male
44	ban4zou4	伴奏	bànzòu	91	female,male
44	bao4an4	报案	bào’àn	122	female,male
44	bao4fei4	报废	bàofèi	126	female,male
44	bao4fu4	报复/抱负	bàofù/bàofù	128/129	female,male
44	bao4li4	暴利	bàolì	131	female,male
44	bao4zao4	暴躁	bàozào	134	female,male
44	bei4fen4	备份	bèifèn	145	female,male
44	bei4gao4	被告	bèigào	146	female,male
44	bei4ke4	备课	bèikè	148	female,male
44	bei4mian4	背面	bèimiàn	149	female,male
44	bei4pan4	背叛	bèipàn	150	female,male
44	bei4song4	背诵	bèisòng	151	female,male
44	bei4zhan4	备战	bèizhàn	154	female,male
44	ben4dan4	笨蛋	bèndàn	166	female,male
44	ben4zhong4	笨重	bènzhòng	167	female,male
44	bi4bing4	弊病	bìbìng	182	female,male
44	bi4ding4	必定	bìdìng	184	female,male
44	bi4hua4	壁画	bìhuà	186	female,male
44	bi4lv4	碧绿	bìlǜ	189	female,male
44	bi4nan4	避难	bìnàn	190	female,male
44	bi4rang4	避让	bìràng	191	female,male
44	bian4bu4	遍布	biànbù	213	female,male
44	bian4fan4	便饭	biànfàn	214	female,male
44	bian4gu4	变故	biàngù	217	female,male
44	bian4hu4	辩护	biànhù	218	female,male
44	bian4huan4	变换	biànhuàn	219	female,male
44	bian4lun4	辩论	biànlùn	222	female,male
44	bian4ren4	辨认	biànrèn	224	female,male
44	bian4yi4	变异	biànyì	228	female,male
44	bian4zheng4	辩证	biànzhèng	229	female,male
44	bing4gou4	并购	bìnggòu	268	female,male
44	bing4li4	病历	bìnglì	270	female,male
44	bing4lie4	并列	bìngliè	271	female,male
44	bing4zheng4	病症	bìngzhèng	273	female,male
44	bu4jian4	部件	bùjiàn	333	female,male
